Time(s),Theta_MATLAB,Omega_MATLAB,Theta_CPP,Omega_CPP,Theta_IKF,Omega_IKF,CycleTime_us
5.065000,1.456179,-1.816390,0.734640,-2.290898,1.456179,-1.816982,11.000000
5.066000,1.454364,-1.815014,0.732355,-2.280043,1.454363,-1.815606,10.000000
5.067000,1.452549,-1.813616,0.730081,-2.269164,1.452549,-1.814209,11.000000
5.068000,1.450736,-1.812197,0.727818,-2.258263,1.450736,-1.812790,11.000000
5.069000,1.448925,-1.810757,0.725566,-2.247339,1.448925,-1.811349,13.000000
5.070000,1.447115,-1.809295,0.723324,-2.236392,1.447115,-1.809888,54152.000000
5.071000,1.445306,-1.807811,0.721094,-2.225423,1.445306,-1.808404,8.000000
5.072000,1.443499,-1.806306,0.718875,-2.214432,1.443499,-1.806900,8.000000
5.073000,1.441694,-1.804780,0.716666,-2.203419,1.441694,-1.805373,8.000000
5.074000,1.439890,-1.803233,0.714469,-2.192384,1.439890,-1.803826,8.000000
5.075000,1.438087,-1.801664,0.712283,-2.181327,1.438087,-1.802257,8.000000
5.076000,1.436286,-1.800073,0.710107,-2.170249,1.436286,-1.800667,8.000000
5.077000,1.434487,-1.798462,0.707943,-2.159149,1.434487,-1.799055,8.000000
5.078000,1.432690,-1.796829,0.705790,-2.148029,1.432689,-1.797422,8.000000
5.079000,1.430894,-1.795175,0.703648,-2.136887,1.430893,-1.795768,8.000000
5.080000,1.429099,-1.793499,0.701518,-2.125724,1.429099,-1.794093,8.000000
5.081000,1.427307,-1.791803,0.699398,-2.114540,1.427306,-1.792396,8.000000
5.082000,1.425516,-1.790085,0.697290,-2.103336,1.425515,-1.790679,8.000000
5.083000,1.423726,-1.788346,0.695192,-2.092111,1.423726,-1.788940,8.000000
5.084000,1.421939,-1.786586,0.693107,-2.080866,1.421939,-1.787180,8.000000
5.085000,1.420153,-1.784805,0.691032,-2.069601,1.420153,-1.785399,8.000000
5.086000,1.418369,-1.783002,0.688968,-2.058316,1.418369,-1.783596,8.000000
5.087000,1.416587,-1.781179,0.686916,-2.047011,1.416587,-1.781773,8.000000
5.088000,1.414807,-1.779335,0.684876,-2.035687,1.414807,-1.779929,8.000000
5.089000,1.413029,-1.777469,0.682846,-2.024342,1.413028,-1.778063,8.000000
5.090000,1.411252,-1.775583,0.680828,-2.012979,1.411252,-1.776177,8.000000
5.091000,1.409477,-1.773676,0.678821,-2.001596,1.409477,-1.774270,8.000000
5.092000,1.407705,-1.771747,0.676826,-1.990194,1.407704,-1.772342,8.000000
5.093000,1.405934,-1.769798,0.674842,-1.978773,1.405934,-1.770393,8.000000
5.094000,1.404165,-1.767828,0.672870,-1.967334,1.404165,-1.768423,8.000000
5.095000,1.402398,-1.765837,0.670909,-1.955876,1.402398,-1.766432,8.000000
5.096000,1.400633,-1.763826,0.668959,-1.944399,1.400633,-1.764420,8.000000
5.097000,1.398871,-1.761793,0.667021,-1.932904,1.398870,-1.762388,8.000000
5.098000,1.397110,-1.759740,0.665094,-1.921391,1.397110,-1.760335,8.000000
5.099000,1.395351,-1.757666,0.663179,-1.909860,1.395351,-1.758261,8.000000
5.100000,1.393595,-1.755572,0.661276,-1.898310,1.393594,-1.756166,10.000000
5.101000,1.391840,-1.753456,0.659384,-1.886744,1.391840,-1.754051,8.000000
5.102000,1.390088,-1.751320,0.657503,-1.875159,1.390087,-1.751915,9.000000
5.103000,1.388337,-1.749164,0.655635,-1.863557,1.388337,-1.749759,9.000000
5.104000,1.386589,-1.746987,0.653778,-1.851938,1.386589,-1.747582,9.000000
5.105000,1.384843,-1.744789,0.651932,-1.840302,1.384843,-1.745384,8.000000
5.106000,1.383100,-1.742571,0.650098,-1.828649,1.383099,-1.743166,8.000000
5.107000,1.381358,-1.740333,0.648276,-1.816978,1.381358,-1.740927,8.000000
5.108000,1.379619,-1.738074,0.646465,-1.805291,1.379619,-1.738668,8.000000
5.109000,1.377882,-1.735794,0.644666,-1.793588,1.377882,-1.736389,8.000000
5.110000,1.376148,-1.733495,0.642879,-1.781868,1.376147,-1.734089,8.000000
5.111000,1.374415,-1.731174,0.641104,-1.770132,1.374415,-1.731769,8.000000
5.112000,1.372685,-1.728834,0.639340,-1.758379,1.372685,-1.729429,8.000000
5.113000,1.370958,-1.726473,0.637588,-1.746611,1.370957,-1.727068,8.000000
5.114000,1.369232,-1.724092,0.635848,-1.734827,1.369232,-1.724687,8.000000
5.115000,1.367509,-1.721691,0.634120,-1.723027,1.367509,-1.722286,8.000000
5.116000,1.365789,-1.719270,0.632403,-1.711211,1.365789,-1.719865,8.000000
5.117000,1.364071,-1.716828,0.630699,-1.699380,1.364071,-1.717423,8.000000
5.118000,1.362355,-1.714367,0.629006,-1.687534,1.362355,-1.714962,9.000000
5.119000,1.360642,-1.711885,0.627325,-1.675672,1.360642,-1.712480,8.000000
5.120000,1.358931,-1.709384,0.625656,-1.663795,1.358931,-1.709978,8.000000
5.121000,1.357223,-1.706862,0.623998,-1.651904,1.357223,-1.707457,8.000000
5.122000,1.355518,-1.704320,0.622353,-1.639998,1.355517,-1.704915,8.000000
5.123000,1.353815,-1.701759,0.620720,-1.628077,1.353814,-1.702353,8.000000
5.124000,1.352114,-1.699177,0.619098,-1.616142,1.352114,-1.699772,8.000000
5.125000,1.350416,-1.696576,0.617488,-1.604192,1.350416,-1.697171,52260.000000
5.126000,1.348721,-1.693955,0.615891,-1.592228,1.348721,-1.694550,48.000000
5.127000,1.347028,-1.691314,0.614305,-1.580250,1.347028,-1.691909,42.000000
5.128000,1.345338,-1.688654,0.612732,-1.568258,1.345338,-1.689248,33.000000
5.129000,1.343651,-1.685973,0.611170,-1.556252,1.343651,-1.686568,33.000000
5.130000,1.341967,-1.683273,0.609620,-1.544233,1.341966,-1.683868,33.000000
5.131000,1.340285,-1.680554,0.608083,-1.532200,1.340284,-1.681148,35.000000
5.132000,1.338605,-1.677815,0.606557,-1.520153,1.338605,-1.678409,34.000000
5.133000,1.336929,-1.675056,0.605044,-1.508093,1.336929,-1.675650,33.000000
5.134000,1.335255,-1.672278,0.603542,-1.496020,1.335255,-1.672872,33.000000
5.135000,1.333584,-1.669480,0.602053,-1.483934,1.333584,-1.670074,36.000000
5.136000,1.331916,-1.666663,0.600575,-1.471836,1.331916,-1.667257,34.000000
5.137000,1.330251,-1.663826,0.599110,-1.459724,1.330251,-1.664421,34.000000
5.138000,1.328589,-1.660970,0.597657,-1.447600,1.328588,-1.661565,54.000000
5.139000,1.326929,-1.658095,0.596216,-1.435463,1.326929,-1.658689,35.000000
5.140000,1.325273,-1.655201,0.594787,-1.423314,1.325272,-1.655795,36.000000
5.141000,1.323619,-1.652287,0.593371,-1.411153,1.323618,-1.652881,33.000000
5.142000,1.321968,-1.649354,0.591966,-1.398979,1.321968,-1.649948,35.000000
5.143000,1.320320,-1.646402,0.590574,-1.386793,1.320320,-1.646996,34.000000
5.144000,1.318675,-1.643431,0.589194,-1.374596,1.318675,-1.644025,34.000000
5.145000,1.317033,-1.640441,0.587826,-1.362387,1.317033,-1.641035,34.000000
5.146000,1.315394,-1.637432,0.586470,-1.350166,1.315394,-1.638026,35.000000
5.147000,1.313758,-1.634404,0.585127,-1.337934,1.313758,-1.634998,35.000000
5.148000,1.312125,-1.631357,0.583796,-1.325690,1.312125,-1.631950,33.000000
5.149000,1.310496,-1.628291,0.582477,-1.313435,1.310495,-1.628884,34.000000
5.150000,1.308869,-1.625206,0.581170,-1.301169,1.308869,-1.625800,34.000000
5.151000,1.307245,-1.622102,0.579876,-1.288892,1.307245,-1.622696,34.000000
5.152000,1.305625,-1.618980,0.578594,-1.276605,1.305624,-1.619573,35.000000
5.153000,1.304007,-1.615839,0.577324,-1.264306,1.304007,-1.616432,33.000000
5.154000,1.302393,-1.612679,0.576066,-1.251997,1.302393,-1.613272,33.000000
5.155000,1.300782,-1.609501,0.574821,-1.239677,1.300782,-1.610094,34.000000
5.156000,1.299174,-1.606303,0.573588,-1.227347,1.299174,-1.606897,34.000000
5.157000,1.297569,-1.603088,0.572368,-1.215006,1.297569,-1.603681,33.000000
5.158000,1.295968,-1.599854,0.571159,-1.202656,1.295968,-1.600447,33.000000
5.159000,1.294370,-1.596601,0.569964,-1.190295,1.294369,-1.597194,33.000000
5.160000,1.292775,-1.593330,0.568780,-1.177925,1.292774,-1.593923,33.000000
5.161000,1.291183,-1.590041,0.567609,-1.165544,1.291183,-1.590634,33.000000
5.162000,1.289595,-1.586733,0.566450,-1.153154,1.289594,-1.587326,33.000000
5.163000,1.288010,-1.583408,0.565304,-1.140755,1.288009,-1.584000,34.000000
5.164000,1.286428,-1.580063,0.564170,-1.128346,1.286427,-1.580656,36.000000
5.165000,1.284849,-1.576701,0.563048,-1.115928,1.284849,-1.577294,33.000000
5.166000,1.283274,-1.573321,0.561939,-1.103500,1.283274,-1.573913,35.000000
5.167000,1.281703,-1.569922,0.560843,-1.091064,1.281702,-1.570514,34.000000
5.168000,1.280135,-1.566505,0.559758,-1.078618,1.280134,-1.567098,33.000000
5.169000,1.278570,-1.563071,0.558687,-1.066164,1.278569,-1.563663,35.000000
5.170000,1.277008,-1.559618,0.557627,-1.053701,1.277008,-1.560211,33.000000
5.171000,1.275451,-1.556148,0.556581,-1.041229,1.275450,-1.556740,33.000000
5.172000,1.273896,-1.552660,0.555546,-1.028749,1.273896,-1.553252,34.000000
5.173000,1.272345,-1.549153,0.554524,-1.016260,1.272345,-1.549745,38.000000
5.174000,1.270798,-1.545630,0.553515,-1.003763,1.270798,-1.546221,33.000000
5.175000,1.269254,-1.542088,0.552518,-0.991258,1.269254,-1.542680,35.000000
5.176000,1.267714,-1.538529,0.551534,-0.978745,1.267713,-1.539120,34.000000
5.177000,1.266177,-1.534952,0.550562,-0.966224,1.266177,-1.535543,35.000000
5.178000,1.264644,-1.531357,0.549602,-0.953695,1.264643,-1.531949,37.000000
5.179000,1.263114,-1.527746,0.548656,-0.941158,1.263114,-1.528337,41702.000000
5.180000,1.261588,-1.524116,0.547721,-0.928614,1.261588,-1.524707,24.000000
5.181000,1.260066,-1.520469,0.546800,-0.916063,1.260066,-1.521060,14.000000
5.182000,1.258547,-1.516805,0.545890,-0.903504,1.258547,-1.517396,13.000000
5.183000,1.257032,-1.513123,0.544994,-0.890937,1.257032,-1.513714,14.000000
5.184000,1.255521,-1.509425,0.544110,-0.878364,1.255521,-1.510016,23.000000
5.185000,1.254014,-1.505709,0.543238,-0.865783,1.254013,-1.506299,20.000000
5.186000,1.252510,-1.501975,0.542380,-0.853196,1.252509,-1.502566,19.000000
5.187000,1.251010,-1.498225,0.541533,-0.840602,1.251009,-1.498816,16.000000
5.188000,1.249513,-1.494458,0.540700,-0.828001,1.249513,-1.495048,12.000000
5.189000,1.248021,-1.490673,0.539879,-0.815393,1.248020,-1.491264,12.000000
5.190000,1.246532,-1.486872,0.539070,-0.802779,1.246532,-1.487462,14.000000
5.191000,1.245047,-1.483053,0.538274,-0.790158,1.245047,-1.483644,15.000000
5.192000,1.243566,-1.479218,0.537491,-0.777531,1.243566,-1.479808,14.000000
5.193000,1.242089,-1.475366,0.536720,-0.764899,1.242088,-1.475956,17.000000
5.194000,1.240615,-1.471497,0.535963,-0.752259,1.240615,-1.472087,18.000000
5.195000,1.239146,-1.467612,0.535217,-0.739614,1.239145,-1.468202,13.000000
5.196000,1.237680,-1.463710,0.534485,-0.726964,1.237680,-1.464299,13.000000
5.197000,1.236218,-1.459791,0.533765,-0.714307,1.236218,-1.460380,12.000000
5.198000,1.234760,-1.455856,0.533057,-0.701645,1.234760,-1.456445,13.000000
5.199000,1.233306,-1.451904,0.532363,-0.688977,1.233306,-1.452493,14.000000
5.200000,1.231856,-1.447935,0.531681,-0.676304,1.231856,-1.448525,19.000000
5.201000,1.230411,-1.443951,0.531011,-0.663625,1.230410,-1.444540,13.000000
5.202000,1.228969,-1.439950,0.530355,-0.650942,1.228968,-1.440539,12.000000
5.203000,1.227531,-1.435932,0.529711,-0.638253,1.227530,-1.436521,21.000000
5.204000,1.226097,-1.431899,0.529079,-0.625559,1.226096,-1.432487,14.000000
5.205000,1.224667,-1.427849,0.528461,-0.612860,1.224667,-1.428437,13.000000
5.206000,1.223241,-1.423783,0.527855,-0.600156,1.223241,-1.424371,13.000000
5.207000,1.221819,-1.419701,0.527262,-0.587448,1.221819,-1.420289,12.000000
5.208000,1.220402,-1.415603,0.526681,-0.574735,1.220401,-1.416191,12.000000
5.209000,1.218988,-1.411489,0.526114,-0.562018,1.218988,-1.412077,12.000000
5.210000,1.217579,-1.407359,0.525558,-0.549296,1.217578,-1.407947,12.000000
5.211000,1.216173,-1.403213,0.525016,-0.536570,1.216173,-1.403801,13.000000
5.212000,1.214772,-1.399051,0.524487,-0.523840,1.214772,-1.399639,13.000000
5.213000,1.213375,-1.394874,0.523970,-0.511106,1.213375,-1.395461,18.000000
5.214000,1.211982,-1.390681,0.523466,-0.498367,1.211982,-1.391268,13.000000
5.215000,1.210594,-1.386472,0.522974,-0.485625,1.210594,-1.387059,13.000000
5.216000,1.209210,-1.382247,0.522496,-0.472879,1.209209,-1.382834,13.000000
5.217000,1.207829,-1.378007,0.522030,-0.460130,1.207829,-1.378594,13.000000
5.218000,1.206454,-1.373752,0.521577,-0.447376,1.206453,-1.374339,22.000000
5.219000,1.205082,-1.369481,0.521136,-0.434620,1.205082,-1.370068,14.000000
5.220000,1.203715,-1.365195,0.520709,-0.421860,1.203714,-1.365781,41148.000000
5.221000,1.202352,-1.360893,0.520294,-0.409096,1.202351,-1.361480,8.000000
5.222000,1.200993,-1.356576,0.519892,-0.396330,1.200993,-1.357163,7.000000
5.223000,1.199638,-1.352244,0.519503,-0.383561,1.199638,-1.352830,34.000000
5.224000,1.198288,-1.347897,0.519126,-0.370788,1.198288,-1.348483,48.000000
5.225000,1.196943,-1.343535,0.518762,-0.358013,1.196942,-1.344121,16.000000
5.226000,1.195601,-1.339157,0.518411,-0.345235,1.195601,-1.339743,11.000000
5.227000,1.194264,-1.334765,0.518073,-0.332454,1.194264,-1.335351,10.000000
5.228000,1.192932,-1.330358,0.517748,-0.319671,1.192931,-1.330943,11.000000
5.229000,1.191604,-1.325935,0.517435,-0.306885,1.191603,-1.326521,10.000000
5.230000,1.190280,-1.321498,0.517135,-0.294097,1.190280,-1.322084,10.000000
5.231000,1.188961,-1.317047,0.516848,-0.281306,1.188960,-1.317632,12.000000
5.232000,1.187646,-1.312580,0.516574,-0.268514,1.187645,-1.313165,11.000000
5.233000,1.186335,-1.308099,0.516312,-0.255719,1.186335,-1.308684,13.000000
5.234000,1.185030,-1.303603,0.516064,-0.242922,1.185029,-1.304188,11.000000
5.235000,1.183728,-1.299093,0.515828,-0.230124,1.183728,-1.299678,8.000000
5.236000,1.182431,-1.294568,0.515605,-0.217324,1.182431,-1.295153,7.000000
5.237000,1.181139,-1.290029,0.515394,-0.204522,1.181139,-1.290613,13.000000
5.238000,1.179851,-1.285476,0.515197,-0.191718,1.179851,-1.286060,14.000000
5.239000,1.178568,-1.280908,0.515012,-0.178913,1.178568,-1.281492,11.000000
5.240000,1.177290,-1.276326,0.514840,-0.166107,1.177289,-1.276909,10.000000
5.241000,1.176016,-1.271729,0.514681,-0.153299,1.176015,-1.272313,83.000000
5.242000,1.174746,-1.267119,0.514535,-0.140490,1.174746,-1.267702,10.000000
5.243000,1.173481,-1.262494,0.514402,-0.127681,1.173481,-1.263078,7.000000
5.244000,1.172221,-1.257856,0.514281,-0.114870,1.172221,-1.258439,7.000000
5.245000,1.170966,-1.253203,0.514173,-0.102058,1.170965,-1.253786,7.000000
5.246000,1.169715,-1.248537,0.514078,-0.089245,1.169714,-1.249120,7.000000
5.247000,1.168469,-1.243857,0.513996,-0.076432,1.168468,-1.244439,7.000000
5.248000,1.167227,-1.239163,0.513927,-0.063619,1.167227,-1.239745,7.000000
5.249000,1.165990,-1.234455,0.513870,-0.050804,1.165990,-1.235037,7.000000
5.250000,1.164758,-1.229733,0.513826,-0.037990,1.164758,-1.230316,7.000000
5.251000,1.163531,-1.224998,0.513795,-0.025175,1.163530,-1.225580,7.000000
5.252000,1.162308,-1.220250,0.513777,-0.012360,1.162308,-1.220832,7.000000
5.253000,1.161090,-1.215488,0.513772,0.000456,1.161090,-1.216069,8.000000
5.254000,1.159877,-1.210712,0.513779,0.013271,1.159877,-1.211294,13.000000
5.255000,1.158669,-1.205923,0.513800,0.026086,1.158669,-1.206505,7.000000
5.256000,1.157465,-1.201121,0.513833,0.038901,1.157465,-1.201702,13.000000
5.257000,1.156267,-1.196305,0.513879,0.051716,1.156266,-1.196887,7.000000
5.258000,1.155073,-1.191477,0.513938,0.064530,1.155072,-1.192058,12.000000
5.259000,1.153884,-1.186635,0.514009,0.077344,1.153883,-1.187216,7.000000
5.260000,1.152699,-1.181780,0.514093,0.090157,1.152699,-1.182361,12.000000
5.261000,1.151520,-1.176912,0.514191,0.102969,1.151520,-1.177493,7.000000
5.262000,1.150346,-1.172031,0.514301,0.115781,1.150345,-1.172612,7.000000
5.263000,1.149176,-1.167137,0.514424,0.128592,1.149176,-1.167718,8.000000
5.264000,1.148011,-1.162231,0.514559,0.141401,1.148011,-1.162811,515.000000
5.265000,1.146852,-1.157311,0.514708,0.154210,1.146851,-1.157891,54431.000000
5.266000,1.145697,-1.152379,0.514869,0.167018,1.145696,-1.152959,38.000000
5.267000,1.144547,-1.147434,0.515043,0.179824,1.144547,-1.148014,52.000000
5.268000,1.143402,-1.142477,0.515230,0.192629,1.143402,-1.143057,14.000000
5.269000,1.142262,-1.137507,0.515429,0.205432,1.142262,-1.138086,11.000000
5.270000,1.141127,-1.132525,0.515642,0.218234,1.141127,-1.133104,58.000000
5.271000,1.139997,-1.127530,0.515867,0.231034,1.139997,-1.128109,14.000000
5.272000,1.138872,-1.122523,0.516105,0.243833,1.138871,-1.123102,10.000000
5.273000,1.137752,-1.117503,0.516356,0.256629,1.137751,-1.118082,11.000000
5.274000,1.136637,-1.112471,0.516620,0.269424,1.136636,-1.113050,10.000000
5.275000,1.135527,-1.107427,0.516896,0.282216,1.135527,-1.108006,9.000000
5.276000,1.134422,-1.102371,0.517186,0.295006,1.134422,-1.102950,10.000000
5.277000,1.133322,-1.097303,0.517488,0.307794,1.133322,-1.097882,11.000000
5.278000,1.132227,-1.092223,0.517802,0.320580,1.132227,-1.092801,11.000000
5.279000,1.131138,-1.087131,0.518130,0.333363,1.131137,-1.087709,11.000000
5.280000,1.130053,-1.082027,0.518470,0.346144,1.130053,-1.082605,11.000000
5.281000,1.128974,-1.076912,0.518824,0.358922,1.128973,-1.077489,11.000000
5.282000,1.127899,-1.071784,0.519190,0.371697,1.127899,-1.072362,11.000000
5.283000,1.126830,-1.066645,0.519568,0.384469,1.126830,-1.067222,11.000000
5.284000,1.125766,-1.061494,0.519960,0.397238,1.125766,-1.062072,11.000000
5.285000,1.124707,-1.056332,0.520364,0.410005,1.124707,-1.056909,10.000000
5.286000,1.123653,-1.051158,0.520781,0.422768,1.123653,-1.051735,10.000000
5.287000,1.122605,-1.045973,0.521211,0.435527,1.122604,-1.046550,10.000000
5.288000,1.121561,-1.040776,0.521653,0.448284,1.121561,-1.041353,10.000000
5.289000,1.120523,-1.035568,0.522109,0.461037,1.120523,-1.036145,10.000000
5.290000,1.119490,-1.030349,0.522577,0.473786,1.119490,-1.030925,10.000000
5.291000,1.118462,-1.025119,0.523058,0.486532,1.118462,-1.025695,10.000000
5.292000,1.117440,-1.019877,0.523551,0.499274,1.117440,-1.020453,10.000000
5.293000,1.116423,-1.014624,0.524057,0.512012,1.116422,-1.015200,10.000000
5.294000,1.115411,-1.009361,0.524576,0.524746,1.115410,-1.009936,10.000000
5.295000,1.114404,-1.004086,0.525108,0.537476,1.114404,-1.004662,10.000000
5.296000,1.113403,-0.998801,0.525653,0.550202,1.113402,-0.999376,11.000000
5.297000,1.112406,-0.993504,0.526210,0.562923,1.112406,-0.994080,10.000000
5.298000,1.111416,-0.988197,0.526780,0.575640,1.111415,-0.988772,10.000000
5.299000,1.110430,-0.982879,0.527362,0.588353,1.110430,-0.983454,10.000000
5.300000,1.109450,-0.977551,0.527958,0.601061,1.109450,-0.978126,17.000000
5.301000,1.108475,-0.972212,0.528566,0.613764,1.108475,-0.972787,11.000000
5.302000,1.107505,-0.966862,0.529186,0.626462,1.107505,-0.967437,10.000000
5.303000,1.106541,-0.961503,0.529820,0.639156,1.106541,-0.962077,11.000000
5.304000,1.105582,-0.956132,0.530466,0.651844,1.105582,-0.956706,11.000000
5.305000,1.104629,-0.950751,0.531125,0.664528,1.104629,-0.951326,11.000000
5.306000,1.103681,-0.945361,0.531796,0.677206,1.103681,-0.945934,11.000000
5.307000,1.102738,-0.939959,0.532481,0.689879,1.102738,-0.940533,12.000000
5.308000,1.101801,-0.934548,0.533177,0.702546,1.101801,-0.935122,11.000000
5.309000,1.100869,-0.929127,0.533887,0.715208,1.100869,-0.929700,11.000000
5.310000,1.099943,-0.923695,0.534609,0.727864,1.099942,-0.924269,11.000000
5.311000,1.099022,-0.918254,0.535344,0.740515,1.099021,-0.918827,11.000000
5.312000,1.098106,-0.912803,0.536091,0.753160,1.098106,-0.913376,10.000000
5.313000,1.097196,-0.907342,0.536851,0.765798,1.097196,-0.907915,10.000000
5.314000,1.096292,-0.901871,0.537624,0.778431,1.096291,-0.902444,15.000000
5.315000,1.095392,-0.896390,0.538410,0.791057,1.095392,-0.896963,13.000000
5.316000,1.094499,-0.890900,0.539208,0.803677,1.094498,-0.891473,11.000000
5.317000,1.093611,-0.885401,0.540018,0.816291,1.093610,-0.885973,14.000000
5.318000,1.092728,-0.879891,0.540841,0.828898,1.092728,-0.880463,56973.000000
5.319000,1.091851,-0.874373,0.541677,0.841499,1.091851,-0.874945,7.000000
5.320000,1.090979,-0.868845,0.542526,0.854092,1.090979,-0.869416,7.000000
5.321000,1.090113,-0.863307,0.543387,0.866679,1.090113,-0.863879,8.000000
5.322000,1.089253,-0.857760,0.544260,0.879260,1.089252,-0.858332,7.000000
5.323000,1.088398,-0.852205,0.545146,0.891833,1.088397,-0.852776,7.000000
5.324000,1.087548,-0.846640,0.546045,0.904398,1.087548,-0.847211,7.000000
5.325000,1.086704,-0.841066,0.546957,0.916957,1.086704,-0.841637,7.000000
5.326000,1.085866,-0.835483,0.547880,0.929508,1.085866,-0.836054,7.000000
5.327000,1.085033,-0.829891,0.548817,0.942052,1.085033,-0.830461,7.000000
5.328000,1.084206,-0.824290,0.549766,0.954588,1.084206,-0.824860,8.000000
5.329000,1.083385,-0.818680,0.550727,0.967116,1.083385,-0.819251,7.000000
5.330000,1.082569,-0.813061,0.551701,0.979637,1.082569,-0.813632,7.000000
5.331000,1.081759,-0.807434,0.552688,0.992149,1.081758,-0.808005,8.000000
5.332000,1.080954,-0.801799,0.553687,1.004654,1.080954,-0.802369,7.000000
5.333000,1.080155,-0.796154,0.554698,1.017150,1.080155,-0.796724,7.000000
5.334000,1.079362,-0.790501,0.555722,1.029638,1.079361,-0.791071,7.000000
5.335000,1.078574,-0.784840,0.556759,1.042118,1.078574,-0.785410,7.000000
5.336000,1.077792,-0.779170,0.557808,1.054589,1.077792,-0.779740,7.000000
5.337000,1.077016,-0.773493,0.558869,1.067052,1.077015,-0.774062,7.000000
5.338000,1.076245,-0.767806,0.559943,1.079505,1.076245,-0.768376,7.000000
5.339000,1.075480,-0.762112,0.561029,1.091950,1.075480,-0.762681,7.000000
5.340000,1.074721,-0.756409,0.562128,1.104386,1.074721,-0.756979,7.000000
5.341000,1.073967,-0.750699,0.563240,1.116813,1.073967,-0.751268,7.000000
5.342000,1.073219,-0.744980,0.564363,1.129231,1.073219,-0.745549,7.000000
5.343000,1.072477,-0.739254,0.565499,1.141639,1.072477,-0.739823,9.000000
5.344000,1.071741,-0.733520,0.566648,1.154038,1.071741,-0.734088,7.000000
5.345000,1.071010,-0.727778,0.567809,1.166427,1.071010,-0.728346,8.000000
5.346000,1.070285,-0.722028,0.568982,1.178807,1.070285,-0.722596,7.000000
5.347000,1.069566,-0.716270,0.570167,1.191177,1.069566,-0.716838,7.000000
5.348000,1.068853,-0.710505,0.571365,1.203537,1.068853,-0.711073,7.000000
5.349000,1.068145,-0.704732,0.572576,1.215887,1.068145,-0.705300,7.000000
5.350000,1.067443,-0.698952,0.573798,1.228227,1.067443,-0.699520,7.000000
5.351000,1.066747,-0.693165,0.575033,1.240556,1.066747,-0.693732,7.000000
5.352000,1.066057,-0.687370,0.576281,1.252875,1.066057,-0.687937,7.000000
5.353000,1.065373,-0.681567,0.577540,1.265184,1.065372,-0.682135,7.000000
5.354000,1.064694,-0.675758,0.578812,1.277482,1.064694,-0.676325,7.000000
5.355000,1.064021,-0.669941,0.580097,1.289769,1.064021,-0.670509,7.000000
5.356000,1.063354,-0.664118,0.581393,1.302045,1.063354,-0.664685,7.000000
5.357000,1.062693,-0.658287,0.582702,1.314310,1.062693,-0.658854,7.000000
5.358000,1.062038,-0.652449,0.584023,1.326564,1.062037,-0.653016,7.000000
5.359000,1.061388,-0.646605,0.585356,1.338807,1.061388,-0.647171,7.000000
5.360000,1.060744,-0.640753,0.586702,1.351039,1.060744,-0.641320,7.000000
5.361000,1.060106,-0.634895,0.588059,1.363259,1.060106,-0.635462,7.000000
5.362000,1.059475,-0.629030,0.589429,1.375467,1.059474,-0.629596,7.000000
5.363000,1.058848,-0.623158,0.590812,1.387664,1.058848,-0.623725,7.000000
5.364000,1.058228,-0.617280,0.592206,1.399848,1.058228,-0.617847,7.000000
5.365000,1.057614,-0.611396,0.593613,1.412021,1.057614,-0.611962,7.000000
5.366000,1.057005,-0.605504,0.595031,1.424182,1.057005,-0.606070,10.000000
5.367000,1.056403,-0.599607,0.596462,1.436330,1.056403,-0.600173,16.000000
5.368000,1.055806,-0.593703,0.597905,1.448466,1.055806,-0.594269,7.000000
5.369000,1.055215,-0.587793,0.599360,1.460589,1.055215,-0.588359,7.000000
5.370000,1.054631,-0.581877,0.600828,1.472700,1.054630,-0.582442,7.000000
5.371000,1.054052,-0.575954,0.602307,1.484798,1.054051,-0.576520,7.000000
5.372000,1.053479,-0.570026,0.603798,1.496883,1.053478,-0.570591,7.000000
5.373000,1.052912,-0.564091,0.605302,1.508955,1.052911,-0.564656,7.000000
5.374000,1.052351,-0.558151,0.606817,1.521014,1.052350,-0.558716,7.000000
5.375000,1.051795,-0.552204,0.608345,1.533060,1.051795,-0.552769,7.000000
5.376000,1.051246,-0.546252,0.609885,1.545092,1.051246,-0.546817,7.000000
5.377000,1.050703,-0.540294,0.611436,1.557110,1.050703,-0.540859,8.000000
5.378000,1.050166,-0.534331,0.613000,1.569115,1.050165,-0.534895,323.000000
5.379000,1.049634,-0.528361,0.614576,1.581106,1.049634,-0.528926,58927.000000
5.380000,1.049109,-0.522387,0.616164,1.593083,1.049109,-0.522951,10.000000
5.381000,1.048589,-0.516406,0.617763,1.605046,1.048589,-0.516971,10.000000
5.382000,1.048076,-0.510421,0.619375,1.616995,1.048076,-0.510985,10.000000
5.383000,1.047569,-0.504430,0.620998,1.628929,1.047568,-0.504994,9.000000
5.384000,1.047067,-0.498433,0.622634,1.640849,1.047067,-0.498997,9.000000
5.385000,1.046572,-0.492432,0.624281,1.652755,1.046571,-0.492996,10.000000
5.386000,1.046082,-0.486425,0.625941,1.664645,1.046082,-0.486989,10.000000
5.387000,1.045599,-0.480413,0.627612,1.676521,1.045599,-0.480977,9.000000
5.388000,1.045121,-0.474396,0.629295,1.688381,1.045121,-0.474960,10.000000
5.389000,1.044650,-0.468374,0.630990,1.700227,1.044650,-0.468938,9.000000
5.390000,1.044185,-0.462348,0.632696,1.712057,1.044184,-0.462911,10.000000
5.391000,1.043725,-0.456316,0.634415,1.723871,1.043725,-0.456879,9.000000
